source,target,weight,volume
goll,saur,8,book2
gond,saur,8,book2
roha,orcs,8,book2
sfax,theod,8,book2
arag,comp,7,book2
arag,mord,7,book2
arag,orth,7,book2
arag,sams,7,book2
arag,sfax,7,book2
edor,ganda,7,book2
elve,frod,7,book2
elve,sams,7,book2
eome,gimli,7,book2
eome,grim,7,book2
eome,lego,7,book2
eorl,theod,7,book2
ganda,mori,7,book2
gond,saru,7,book2
gond,tiri,7,book2
grim,theod,7,book2
isen,saur,7,book2
isen,theod,7,book2
mord,saru,7,book2
pipp,roha,7,book2
sams,saur,7,book2
sams,shel,7,book2
sams,shir,7,book2
comp,ganda,6,book2
comp,orcs,6,book2
elro,frod,6,book2
elve,ents,6,book2
elve,ganda,6,book2
ents,orcs,6,book2
eome,isen,6,book2
fara,isil,6,book2
fara,morg,6,book2
fara,tiri,6,book2
frod,gala,6,book2
frod,gimli,6,book2
frod,lori,6,book2
frod,mori,6,book2
frod,rive,6,book2
frod,tiri,6,book2
ganda,gond,6,book2
goll,morg,6,book2
gond,theod,6,book2
isen,lego,6,book2
isen,ring,6,book2
lego,roha,6,book2
ring,saru,6,book2
roha,saur,6,book2
arag,elve,5,book2
arag,ents,5,book2
arag,lori,5,book2
arag,mori,5,book2
boro,isil,5,book2
boro,lori,5,book2
boro,rive,5,book2
comp,ring,5,book2
dwar,elve,5,book2
edor,isen,5,book2
elen,gond,5,book2
elro,ganda,5,book2
elve,fara,5,book2
elve,gimli,5,book2
elve,orcs,5,book2
ents,lego,5,book2
ents,orth,5,book2
eome,helm,5,book2
eome,roha,5,book2
eorl,ganda,5,book2
frod,isil,5,book2
ganda,rive,5,book2
gimli,isen,5,book2
goll,hobb,5,book2
gond,roha,5,book2
gond,sams,5,book2
grim,isen,5,book2
grim,roha,5,book2
helm,theod,5,book2
lori,sams,5,book2
ring,saur,5,book2
saur,tiri,5,book2
theod,treeb,5,book2
andu,frod,4,book2
arag,edor,4,book2
arag,eorl,4,book2
arag,gala,4,book2
arag,ring,4,book2
arat,theod,4,book2
bilb,frod,4,book2
boro,merr,4,book2
boro,pipp,4,book2
boro,roha,4,book2
comp,fara,4,book2
comp,mori,4,book2
comp,tiri,4,book2
dene,gond,4,book2
dene,tiri,4,book2
dwar,gimli,4,book2
edor,eome,4,book2
edor,roha,4,book2
edor,theod,4,book2
elen,isil,4,book2
elen,orth,4,book2
elro,gala,4,book2
elve,goll,4,book2
elve,gond,4,book2
elve,lego,4,book2
ents,roha,4,book2
ents,saur,4,book2
eorl,roha,4,book2
eorl,saru,4,book2
fara,ring,4,book2
frod,nazg,4,book2
frod,osgi,4,book2
gala,lori,4,book2
gala,sams,4,book2
ganda,goll,4,book2
ganda,tiri,4,book2
gimli,roha,4,book2
gimli,saur,4,book2
goll,gond,4,book2
gond,isil,4,book2
gond,mord,4,book2
gond,osgi,4,book2
gorb,sams,4,book2
grim,orth,4,book2
helm,lego,4,book2
helm,saru,4,book2
lego,saur,4,book2
lego,sfax,4,book2
lego,theod,4,book2
lori,orcs,4,book2
merr,orth,4,book2
mord,pipp,4,book2
mord,ring,4,book2
morg,sams,4,book2
orth,roha,4,book2
ring,orcs,4,book2
ring,treeb,4,book2
rive,shir,4,book2
roha,tiri,4,book2
andu,osgi,3,book2
andu,tiri,3,book2
arag,dene,3,book2
arag,dwar,3,book2
arag,elro,3,book2
arag,fara,3,book2
arag,goll,3,book2
arag,shir,3,book2
arat,elen,3,book2
arat,ganda,3,book2
bilb,sams,3,book2
boro,mori,3,book2
boro,treeb,3,book2
comp,dtow,3,book2
comp,mord,3,book2
comp,rive,3,book2
comp,sams,3,book2
dene,fara,3,book2
dene,ganda,3,book2
dtow,gond,3,book2
dtow,mord,3,book2
dtow,saru,3,book2
duri,gimli,3,book2
edor,eorl,3,book2
edor,helm,3,book2
edor,lego,3,book2
elro,sams,3,book2
elve,roha,3,book2
elve,saur,3,book2
ents,gimli,3,book2
eorl,gond,3,book2
eowy,theod,3,book2
fara,nume,3,book2
fara,orcs,3,book2
frod,pipp,3,book2
gala,ganda,3,book2
gala,shir,3,book2
ganda,helm,3,book2
gimli,merr,3,book2
gimli,mord,3,book2
gimli,theod,3,book2
goll,ring,3,book2
gond,isen,3,book2
gond,morg,3,book2
gond,orth,3,book2
grim,orcs,3,book2
helm,orcs,3,book2
isil,sams,3,book2
lego,sams,3,book2
lego,saru,3,book2
mord,orth,3,book2
mori,shir,3,book2
nazg,sams,3,book2
orth,orcs,3,book2
orth,pipp,3,book2
orth,theod,3,book2
orth,treeb,3,book2
pipp,ring,3,book2
ring,rive,3,book2
ring,roha,3,book2
ring,tiri,3,book2
rive,sams,3,book2
roha,sfax,3,book2
saru,sfax,3,book2
saur,shel,3,book2
saur,treeb,3,book2
shel,orcs,3,book2
andu,boro,2,book2
andu,dene,2,book2
andu,mord,2,book2
andu,orcs,2,book2
andu,saur,2,book2
arag,cele,2,book2
arag,eowy,2,book2
arag,helm,2,book2
arag,hobb,2,book2
arag,isil,2,book2
arag,rive,2,book2
arat,gond,2,book2
arat,lego,2,book2
arat,roha,2,book2
bilb,merr,2,book2
boro,gala,2,book2
boro,gimli,2,book2
boro,loth,2,book2
boro,saur,2,book2
boro,shir,2,book2
cele,treeb,2,book2
comp,dene,2,book2
comp,isil,2,book2
comp,lori,2,book2
comp,orth,2,book2
comp,saru,2,book2
dene,frod,2,book2
dtow,fara,2,book2
dtow,frod,2,book2
dtow,ganda,2,book2
dtow,isen,2,book2
dtow,orcs,2,book2
dtow,orth,2,book2
dtow,ring,2,book2
duri,lego,2,book2
dwar,lego,2,book2
edor,gimli,2,book2
edor,saru,2,book2
edor,sfax,2,book2
elen,eome,2,book2
elen,eorl,2,book2
elen,fara,2,book2
elen,frod,2,book2
elen,saru,2,book2
elro,elve,2,book2
elro,fara,2,book2
elro,gond,2,book2
elro,rive,2,book2
elro,shir,2,book2
elve,isen,2,book2
elve,loth,2,book2
ents,theod,2,book2
eome,eorl,2,book2
eome,eowy,2,book2
eome,gloi,2,book2
eome,gond,2,book2
eome,sfax,2,book2
eorl,orth,2,book2
eorl,sfax,2,book2
eowy,ganda,2,book2
eowy,saru,2,book2
fara,lori,2,book2
fara,mori,2,book2
fara,roha,2,book2
frod,loth,2,book2
frod,merr,2,book2
frod,roha,2,book2
frod,shel,2,book2
gala,gimli,2,book2
gala,lego,2,book2
gala,loth,2,book2
gala,morg,2,book2
gala,ring,2,book2
gala,tomb,2,book2
gala,treeb,2,book2
ganda,gloi,2,book2
ganda,isil,2,book2
ganda,nazg,2,book2
gimli,pipp,2,book2
gimli,sfax,2,book2
gloi,lego,2,book2
gloi,saru,2,book2
gloi,saur,2,book2
goll,osgi,2,book2
goll,shel,2,book2
gond,orcs,2,book2
gorb,orcs,2,book2
grim,pipp,2,book2
grim,sfax,2,book2
grim,treeb,2,book2
helm,isen,2,book2
helm,sfax,2,book2
isen,sams,2,book2
isen,sfax,2,book2
isen,tiri,2,book2
lego,loth,2,book2
lego,merr,2,book2
lego,pipp,2,book2
lori,mori,2,book2
lori,ring,2,book2
lori,rive,2,book2
loth,rive,2,book2
merr,mord,2,book2
merr,ring,2,book2
merr,rive,2,book2
merr,sams,2,book2
merr,shir,2,book2
mord,roha,2,book2
mord,theod,2,book2
mord,tiri,2,book2
morg,nazg,2,book2
morg,orcs,2,book2
morg,shel,2,book2
mori,orcs,2,book2
mori,rive,2,book2
mori,sams,2,book2
mori,saur,2,book2
nazg,saru,2,book2
orth,osgi,2,book2
orth,ring,2,book2
orth,saur,2,book2
orth,sfax,2,book2
osgi,tiri,2,book2
pipp,sams,2,book2
pipp,saur,2,book2
pipp,sfax,2,book2
rive,tiri,2,book2
sams,saru,2,book2
saru,tiri,2,book2
andu,arag,1,book2
andu,elve,1,book2
andu,ents,1,book2
andu,fara,1,book2
andu,goll,1,book2
andu,isil,1,book2
andu,lori,1,book2
andu,roha,1,book2
andu,sams,1,book2
arag,bilb,1,book2
arag,gloi,1,book2
arag,grim,1,book2
arag,loth,1,book2
arag,morg,1,book2
arag,nazg,1,book2
arat,comp,1,book2
arat,edor,1,book2
arat,eome,1,book2
arat,frod,1,book2
arat,gimli,1,book2
arat,helm,1,book2
arat,isil,1,book2
arat,mori,1,book2
arat,sfax,1,book2
bage,sams,1,book2
bilb,gala,1,book2
bilb,ganda,1,book2
bilb,goll,1,book2
bilb,lori,1,book2
boro,cele,1,book2
boro,elen,1,book2
boro,elro,1,book2
boro,hobb,1,book2
boro,isen,1,book2
boro,lego,1,book2
boro,mord,1,book2
boro,osgi,1,book2
boro,saru,1,book2
boro,theod,1,book2
bree,isen,1,book2
bree,merr,1,book2
bree,orcs,1,book2
bree,rive,1,book2
bree,roha,1,book2
bree,sams,1,book2
bree,saru,1,book2
bree,shir,1,book2
cele,gond,1,book2
comp,elro,1,book2
comp,eome,1,book2
comp,gimli,1,book2
comp,grim,1,book2
comp,isen,1,book2
comp,roha,1,book2
comp,saur,1,book2
dene,edor,1,book2
dene,eorl,1,book2
dene,isil,1,book2
dene,orcs,1,book2
dene,osgi,1,book2
dene,ring,1,book2
dene,roha,1,book2
dene,sams,1,book2
dene,saur,1,book2
dene,sfax,1,book2
dene,theod,1,book2
dtow,goll,1,book2
dtow,nazg,1,book2
dtow,pipp,1,book2
dtow,rive,1,book2
dtow,sams,1,book2
duri,dwar,1,book2
duri,gala,1,book2
duri,ganda,1,book2
duri,gloi,1,book2
duri,helm,1,book2
duri,saur,1,book2
dwar,fara,1,book2
dwar,ganda,1,book2
dwar,gloi,1,book2
dwar,goll,1,book2
dwar,helm,1,book2
dwar,orcs,1,book2
dwar,saur,1,book2
edor,grim,1,book2
elen,elro,1,book2
elen,elve,1,book2
elen,ganda,1,book2
elen,grim,1,book2
elen,isen,1,book2
elen,nume,1,book2
elen,orcs,1,book2
elen,osgi,1,book2
elen,pipp,1,book2
elen,roha,1,book2
elen,sfax,1,book2
elen,theod,1,book2
elen,tiri,1,book2
elro,ents,1,book2
elro,gimli,1,book2
elro,goll,1,book2
elro,isen,1,book2
elro,loth,1,book2
elro,morg,1,book2
elro,mori,1,book2
elro,nazg,1,book2
elro,nume,1,book2
elro,orcs,1,book2
elro,orth,1,book2
elro,osgi,1,book2
elro,ring,1,book2
elro,roha,1,book2
elro,saur,1,book2
elro,tomb,1,book2
elro,treeb,1,book2
elve,gala,1,book2
elve,lori,1,book2
elve,mord,1,book2
elve,morg,1,book2
elve,mori,1,book2
elve,nume,1,book2
elve,saru,1,book2
elve,shel,1,book2
elve,shir,1,book2
elve,theod,1,book2
elve,tiri,1,book2
ents,eorl,1,book2
ents,frod,1,book2
ents,gala,1,book2
ents,gloi,1,book2
ents,gond,1,book2
ents,grim,1,book2
ents,loth,1,book2
ents,mord,1,book2
ents,mori,1,book2
ents,nazg,1,book2
ents,rive,1,book2
ents,sams,1,book2
ents,shir,1,book2
ents,tiri,1,book2
ents,tomb,1,book2
eome,hobb,1,book2
eome,orth,1,book2
eome,saur,1,book2
eome,tiri,1,book2
eome,treeb,1,book2
eorl,gimli,1,book2
eorl,grim,1,book2
eorl,isen,1,book2
eorl,lego,1,book2
eorl,mord,1,book2
eorl,orcs,1,book2
eorl,saur,1,book2
eorl,tiri,1,book2
eorl,treeb,1,book2
eowy,grim,1,book2
eowy,roha,1,book2
fara,gala,1,book2
fara,hobb,1,book2
fara,mord,1,book2
fara,nazg,1,book2
fara,osgi,1,book2
fara,rive,1,book2
fara,saur,1,book2
fara,shir,1,book2
frod,hobb,1,book2
frod,hton,1,book2
frod,isen,1,book2
frod,lego,1,book2
frod,mdoo,1,book2
frod,nume,1,book2
frod,orth,1,book2
frod,saru,1,book2
frod,sfax,1,book2
gala,helm,1,book2
gala,mori,1,book2
gala,nazg,1,book2
gala,orcs,1,book2
gala,rive,1,book2
gala,roha,1,book2
gala,saru,1,book2
ganda,lori,1,book2
ganda,loth,1,book2
ganda,morg,1,book2
ganda,nume,1,book2
ganda,osgi,1,book2
ganda,shir,1,book2
gild,merr,1,book2
gild,pipp,1,book2
gild,sams,1,book2
gimli,grim,1,book2
gimli,helm,1,book2
gimli,loth,1,book2
gimli,mori,1,book2
gimli,orth,1,book2
gimli,rive,1,book2
gimli,sams,1,book2
gimli,tiri,1,book2
gloi,isen,1,book2
gloi,roha,1,book2
gloi,treeb,1,book2
goll,isil,1,book2
goll,lori,1,book2
goll,nazg,1,book2
goll,nume,1,book2
goll,pipp,1,book2
goll,shir,1,book2
gond,grim,1,book2
gond,helm,1,book2
gond,nume,1,book2
gond,ring,1,book2
gond,rive,1,book2
gond,sfax,1,book2
gond,shel,1,book2
gond,shir,1,book2
gond,treeb,1,book2
gorb,morg,1,book2
gorb,shel,1,book2
grim,helm,1,book2
grim,merr,1,book2
hald,sams,1,book2
helm,merr,1,book2
helm,nazg,1,book2
helm,pipp,1,book2
helm,treeb,1,book2
hobb,mori,1,book2
hobb,pipp,1,book2
hobb,rive,1,book2
hobb,sams,1,book2
hobb,saur,1,book2
hobb,shir,1,book2
hobb,theod,1,book2
hobb,tiri,1,book2
hton,ring,1,book2
hton,sams,1,book2
hton,shir,1,book2
hton,treeb,1,book2
isen,lori,1,book2
isen,mori,1,book2
isen,nazg,1,book2
isen,osgi,1,book2
isen,shir,1,book2
isil,mord,1,book2
isil,nume,1,book2
isil,rive,1,book2
lego,mord,1,book2
lego,mori,1,book2
lego,ring,1,book2
lori,merr,1,book2
lori,mord,1,book2
lori,pipp,1,book2
lori,saru,1,book2
lori,saur,1,book2
lori,shir,1,book2
lori,tomb,1,book2
loth,mori,1,book2
loth,nazg,1,book2
loth,sams,1,book2
loth,shir,1,book2
loth,tomb,1,book2
loth,treeb,1,book2
mdoo,sams,1,book2
merr,saur,1,book2
merr,theod,1,book2
merr,tiri,1,book2
mord,mori,1,book2
mord,nazg,1,book2
mord,osgi,1,book2
mord,rive,1,book2
mord,sfax,1,book2
mord,shir,1,book2
mord,treeb,1,book2
morg,nume,1,book2
morg,osgi,1,book2
morg,ring,1,book2
morg,saur,1,book2
morg,tiri,1,book2
mori,nazg,1,book2
mori,ring,1,book2
mori,saru,1,book2
mori,sfax,1,book2
mori,tiri,1,book2
mori,tomb,1,book2
mori,treeb,1,book2
nazg,nume,1,book2
nazg,orth,1,book2
nazg,osgi,1,book2
nazg,ring,1,book2
nazg,rive,1,book2
nazg,roha,1,book2
nazg,saur,1,book2
nazg,shir,1,book2
nazg,tomb,1,book2
nume,roha,1,book2
nume,sams,1,book2
nume,saur,1,book2
nume,tiri,1,book2
orth,rive,1,book2
orth,sams,1,book2
osgi,sams,1,book2
osgi,saru,1,book2
pipp,shir,1,book2
pipp,tiri,1,book2
ring,shel,1,book2
ring,theod,1,book2
ring,tomb,1,book2
rive,orcs,1,book2
rive,roha,1,book2
rive,sfax,1,book2
rive,tomb,1,book2
rive,treeb,1,book2
roha,sams,1,book2
roha,shir,1,book2
sams,tiri,1,book2
sams,tomb,1,book2
sams,treeb,1,book2
saru,shir,1,book2
saur,shir,1,book2
saur,theod,1,book2
sfax,orcs,1,book2
shir,theod,1,book2
shir,tiri,1,book2
shir,tomb,1,book2
theod,orcs,1,book2
tiri,treeb,1,book2
