source,target,weight,volume
elro,gimli,4,book3
elro,merr,4,book3
elro,roha,4,book3
eome,pipp,4,book3
eowy,ganda,4,book3
fara,merr,4,book3
fara,osgi,4,book3
frod,gorb,4,book3
frod,morg,4,book3
frod,tiri,4,book3
gimli,gloi,4,book3
gond,nume,4,book3
isen,merr,4,book3
isen,pipp,4,book3
isen,saru,4,book3
isil,saur,4,book3
lego,roha,4,book3
lego,sams,4,book3
mord,pipp,4,book3
ring,shir,4,book3
roha,sfax,4,book3
saru,theod,4,book3
shir,tiri,4,book3
andu,arag,3,book3
andu,lego,3,book3
andu,osgi,3,book3
andu,pipp,3,book3
arag,arat,3,book3
arag,arwe,3,book3
arag,boro,3,book3
bere,boro,3,book3
bere,comp,3,book3
bilb,ganda,3,book3
bree,sams,3,book3
cele,elro,3,book3
comp,ganda,3,book3
comp,gond,3,book3
dene,roha,3,book3
dene,saur,3,book3
dene,shir,3,book3
dtow,mord,3,book3
edor,ganda,3,book3
edor,merr,3,book3
edor,roha,3,book3
elen,gond,3,book3
elro,sams,3,book3
elro,shir,3,book3
elro,theod,3,book3
elve,lego,3,book3
ents,treeb,3,book3
eome,eorl,3,book3
eome,morg,3,book3
eome,tiri,3,book3
fara,theod,3,book3
fara,tiri,3,book3
frod,grim,3,book3
frod,hton,3,book3
frod,mdoo,3,book3
frod,shel,3,book3
gala,ganda,3,book3
ganda,isen,3,book3
gimli,mord,3,book3
gimli,treeb,3,book3
goll,ring,3,book3
gond,lego,3,book3
gond,ring,3,book3
helm,theod,3,book3
isil,nume,3,book3
lego,mord,3,book3
lego,treeb,3,book3
lori,sams,3,book3
mord,orcs,3,book3
mord,saru,3,book3
mord,shir,3,book3
morg,saur,3,book3
nazg,pipp,3,book3
pipp,saur,3,book3
rive,sams,3,book3
roha,saru,3,book3
roha,saur,3,book3
sams,tiri,3,book3
saru,treeb,3,book3
andu,frod,2,book3
andu,merr,2,book3
andu,mord,2,book3
andu,roha,2,book3
andu,sams,2,book3
andu,saur,2,book3
arag,bilb,2,book3
arag,dene,2,book3
arag,gala,2,book3
arag,gloi,2,book3
arag,helm,2,book3
arag,lori,2,book3
arag,morg,2,book3
arag,nume,2,book3
arag,saru,2,book3
arag,sfax,2,book3
arat,gond,2,book3
arat,isil,2,book3
arwe,cele,2,book3
arwe,eome,2,book3
arwe,gala,2,book3
arwe,ring,2,book3
arwe,rive,2,book3
bere,mord,2,book3
bere,osgi,2,book3
bere,shir,2,book3
bere,tiri,2,book3
bilb,elve,2,book3
bilb,gala,2,book3
bilb,pipp,2,book3
bilb,ring,2,book3
bill,merr,2,book3
boro,gond,2,book3
boro,merr,2,book3
boro,mord,2,book3
boro,osgi,2,book3
boro,saur,2,book3
bree,merr,2,book3
cele,treeb,2,book3
comp,dene,2,book3
comp,elve,2,book3
dene,frod,2,book3
dene,merr,2,book3
dene,osgi,2,book3
dene,sfax,2,book3
edor,eome,2,book3
edor,tiri,2,book3
elen,eome,2,book3
elen,gimli,2,book3
elen,isil,2,book3
elro,elve,2,book3
elro,eowy,2,book3
elro,fara,2,book3
elro,gond,2,book3
elro,mord,2,book3
elro,ring,2,book3
elve,gala,2,book3
ents,orth,2,book3
eome,shir,2,book3
eorl,eowy,2,book3
eorl,gond,2,book3
eorl,helm,2,book3
eowy,helm,2,book3
eowy,lego,2,book3
eowy,saur,2,book3
fara,goll,2,book3
fara,lori,2,book3
fara,mord,2,book3
fara,morg,2,book3
fara,nume,2,book3
fara,ring,2,book3
fara,sams,2,book3
fara,saur,2,book3
frod,lori,2,book3
frod,nazg,2,book3
frod,roha,2,book3
frod,sfax,2,book3
frod,tomb,2,book3
gala,lori,2,book3
gala,rive,2,book3
gala,treeb,2,book3
ganda,goll,2,book3
ganda,nazg,2,book3
gimli,helm,2,book3
gimli,sfax,2,book3
gimli,theod,2,book3
gimli,tiri,2,book3
gond,isen,2,book3
gond,sfax,2,book3
grim,theod,2,book3
helm,lego,2,book3
hton,shir,2,book3
isen,orth,2,book3
lego,sfax,2,book3
lego,tiri,2,book3
lori,rive,2,book3
merr,orcs,2,book3
merr,treeb,2,book3
mord,shel,2,book3
morg,roha,2,book3
nazg,sams,2,book3
nazg,shir,2,book3
orth,pipp,2,book3
orth,saur,2,book3
ring,shel,2,book3
roha,shir,2,book3
saru,saur,2,book3
saru,shir,2,book3
saur,orcs,2,book3
saur,shir,2,book3
saur,theod,2,book3
shir,theod,2,book3
andu,bere,1,book3
andu,comp,1,book3
andu,dene,1,book3
andu,fara,1,book3
andu,gimli,1,book3
andu,isen,1,book3
andu,isil,1,book3
andu,morg,1,book3
andu,nume,1,book3
andu,saru,1,book3
andu,theod,1,book3
arag,bill,1,book3
arag,bree,1,book3
arag,cele,1,book3
arag,duri,1,book3
arag,dwar,1,book3
arag,elve,1,book3
arag,ents,1,book3
arag,eorl,1,book3
arag,hobb,1,book3
arag,isen,1,book3
arag,osgi,1,book3
arag,shel,1,book3
arag,treeb,1,book3
arat,elen,1,book3
arat,fara,1,book3
arat,mord,1,book3
arat,nume,1,book3
arat,roha,1,book3
arwe,edor,1,book3
arwe,elen,1,book3
arwe,elve,1,book3
arwe,fara,1,book3
arwe,frod,1,book3
arwe,glorf,1,book3
arwe,gond,1,book3
arwe,lori,1,book3
arwe,loth,1,book3
arwe,theod,1,book3
arwe,tiri,1,book3
bage,saru,1,book3
bere,eome,1,book3
bere,frod,1,book3
bere,morg,1,book3
bere,nazg,1,book3
bere,roha,1,book3
bere,sfax,1,book3
bilb,gild,1,book3
bilb,gond,1,book3
bilb,hobb,1,book3
bilb,tiri,1,book3
bill,bree,1,book3
bill,frod,1,book3
bill,shir,1,book3
bill,tiri,1,book3
bill,tomb,1,book3
boro,comp,1,book3
boro,frod,1,book3
boro,isil,1,book3
boro,mori,1,book3
boro,theod,1,book3
boro,tiri,1,book3
bree,elro,1,book3
bree,pipp,1,book3
bree,shir,1,book3
cele,elve,1,book3
cele,ganda,1,book3
cele,glorf,1,book3
cele,loth,1,book3
cele,rive,1,book3
cele,theod,1,book3
cele,tiri,1,book3
comp,edor,1,book3
comp,fara,1,book3
comp,frod,1,book3
comp,gala,1,book3
comp,isil,1,book3
comp,merr,1,book3
comp,mord,1,book3
comp,mori,1,book3
comp,roha,1,book3
comp,sams,1,book3
comp,theod,1,book3
comp,tiri,1,book3
dene,dtow,1,book3
dene,eome,1,book3
dene,eorl,1,book3
dene,isen,1,book3
dene,isil,1,book3
dene,morg,1,book3
dene,mori,1,book3
dene,ring,1,book3
dene,sams,1,book3
dene,saru,1,book3
dene,shel,1,book3
dene,treeb,1,book3
dtow,ganda,1,book3
dtow,gond,1,book3
dtow,gorb,1,book3
dtow,isen,1,book3
dtow,morg,1,book3
dtow,tiri,1,book3
duri,tiri,1,book3
dwar,eorl,1,book3
dwar,eowy,1,book3
dwar,gimli,1,book3
edor,elro,1,book3
edor,eowy,1,book3
edor,fara,1,book3
edor,gimli,1,book3
edor,gond,1,book3
edor,lori,1,book3
edor,rive,1,book3
edor,sfax,1,book3
elen,elro,1,book3
elen,eowy,1,book3
elen,fara,1,book3
elen,ganda,1,book3
elen,lego,1,book3
elen,nume,1,book3
elen,orth,1,book3
elen,saur,1,book3
elen,theod,1,book3
elro,gild,1,book3
elro,glorf,1,book3
elro,helm,1,book3
elro,isil,1,book3
elro,lori,1,book3
elro,loth,1,book3
elro,morg,1,book3
elro,osgi,1,book3
elro,pipp,1,book3
elro,tiri,1,book3
elve,ganda,1,book3
elve,gimli,1,book3
elve,glorf,1,book3
elve,gorb,1,book3
elve,lori,1,book3
elve,loth,1,book3
elve,merr,1,book3
elve,nazg,1,book3
elve,pipp,1,book3
elve,rive,1,book3
elve,shir,1,book3
elve,tiri,1,book3
ents,ganda,1,book3
ents,isen,1,book3
ents,lori,1,book3
ents,sams,1,book3
eome,frod,1,book3
eome,gloi,1,book3
eome,helm,1,book3
eome,lori,1,book3
eome,orcs,1,book3
eome,osgi,1,book3
eome,ring,1,book3
eome,rive,1,book3
eorl,grim,1,book3
eorl,roha,1,book3
eorl,saru,1,book3
eowy,gimli,1,book3
eowy,grim,1,book3
eowy,nume,1,book3
eowy,rive,1,book3
eowy,shir,1,book3
fara,gala,1,book3
fara,isil,1,book3
fara,orcs,1,book3
fara,rive,1,book3
fara,sfax,1,book3
fara,shir,1,book3
frod,isen,1,book3
frod,loth,1,book3
frod,mori,1,book3
frod,theod,1,book3
gala,gild,1,book3
gala,glorf,1,book3
gala,lego,1,book3
gala,loth,1,book3
gala,merr,1,book3
gala,pipp,1,book3
gala,saru,1,book3
gala,saur,1,book3
gala,shir,1,book3
gala,theod,1,book3
gala,tiri,1,book3
gala,tomb,1,book3
ganda,grim,1,book3
ganda,hobb,1,book3
ganda,isil,1,book3
ganda,lori,1,book3
ganda,mdoo,1,book3
ganda,morg,1,book3
ganda,mori,1,book3
ganda,nume,1,book3
ganda,osgi,1,book3
ganda,rive,1,book3
gild,sams,1,book3
gimli,gond,1,book3
gimli,isen,1,book3
gimli,isil,1,book3
gimli,orth,1,book3
gimli,rive,1,book3
gimli,saur,1,book3
gloi,roha,1,book3
glorf,loth,1,book3
glorf,rive,1,book3
glorf,tiri,1,book3
goll,mord,1,book3
goll,pipp,1,book3
goll,shel,1,book3
gond,mori,1,book3
gond,orth,1,book3
gond,saru,1,book3
gond,shel,1,book3
gorb,mord,1,book3
gorb,morg,1,book3
gorb,ring,1,book3
grim,merr,1,book3
grim,sams,1,book3
helm,treeb,1,book3
hobb,orth,1,book3
hobb,pipp,1,book3
hobb,ring,1,book3
hobb,roha,1,book3
hobb,sams,1,book3
hton,pipp,1,book3
hton,tomb,1,book3
isen,lego,1,book3
isen,mord,1,book3
isen,nazg,1,book3
isen,roha,1,book3
isen,saur,1,book3
isen,sfax,1,book3
isen,shir,1,book3
isen,theod,1,book3
isen,treeb,1,book3
isil,mord,1,book3
isil,mori,1,book3
isil,orth,1,book3
isil,pipp,1,book3
isil,rive,1,book3
isil,theod,1,book3
isil,tiri,1,book3
lego,lori,1,book3
lego,ring,1,book3
lego,rive,1,book3
lego,saur,1,book3
lego,theod,1,book3
lori,pipp,1,book3
lori,treeb,1,book3
loth,rive,1,book3
loth,sams,1,book3
loth,tiri,1,book3
mdoo,mord,1,book3
mdoo,ring,1,book3
mdoo,saur,1,book3
merr,nume,1,book3
merr,orth,1,book3
merr,osgi,1,book3
merr,saur,1,book3
merr,sfax,1,book3
merr,shel,1,book3
merr,tomb,1,book3
mord,osgi,1,book3
mord,rive,1,book3
mord,theod,1,book3
mord,tomb,1,book3
morg,ring,1,book3
morg,shel,1,book3
mori,pipp,1,book3
mori,sams,1,book3
mori,tiri,1,book3
nume,orth,1,book3
nume,saur,1,book3
orth,roha,1,book3
orth,saru,1,book3
orth,shir,1,book3
orth,theod,1,book3
orth,tiri,1,book3
osgi,roha,1,book3
osgi,saur,1,book3
pipp,orcs,1,book3
pipp,ring,1,book3
pipp,saru,1,book3
pipp,shel,1,book3
pipp,theod,1,book3
pipp,tomb,1,book3
pipp,treeb,1,book3
ring,rive,1,book3
ring,roha,1,book3
ring,tiri,1,book3
rive,roha,1,book3
rive,saur,1,book3
rive,shir,1,book3
rive,tiri,1,book3
roha,orcs,1,book3
roha,sams,1,book3
sams,saru,1,book3
sams,sfax,1,book3
saur,shel,1,book3
saur,tiri,1,book3
sfax,tiri,1,book3
shel,shir,1,book3
shel,tiri,1,book3
theod,tiri,1,book3
tiri,orcs,1,book3
