source,target,weight,volume
glorf,lego,1,books123
glorf,lori,1,books123
glorf,loth,1,books123
glorf,nazg,1,books123
glorf,saru,1,books123
glorf,shir,1,books123
glorf,theod,1,books123
glorf,tiri,1,books123
glorf,tomb,1,books123
goll,merr,1,books123
goll,nume,1,books123
goll,thor,1,books123
goll,treeb,1,books123
gond,grim,1,books123
gond,loth,1,books123
gond,mdoo,1,books123
gond,treeb,1,books123
gorb,mord,1,books123
gorb,ring,1,books123
gorb,shel,1,books123
grim,helm,1,books123
grim,hobb,1,books123
grim,sams,1,books123
grim,shir,1,books123
hald,hobb,1,books123
hald,merr,1,books123
hald,pipp,1,books123
hald,saur,1,books123
helm,merr,1,books123
helm,nazg,1,books123
helm,orth,1,books123
helm,pipp,1,books123
helm,shir,1,books123
hobb,orth,1,books123
hobb,saur,1,books123
hobb,sfax,1,books123
hobb,theod,1,books123
hobb,thra,1,books123
hobb,tiri,1,books123
hobb,treeb,1,books123
hton,tomb,1,books123
hton,treeb,1,books123
isen,lori,1,books123
isen,morg,1,books123
isen,mori,1,books123
isen,rive,1,books123
isen,tomb,1,books123
isil,lego,1,books123
isil,morg,1,books123
isil,mori,1,books123
isil,orcs,1,books123
isil,orth,1,books123
isil,pipp,1,books123
isil,theod,1,books123
isil,thra,1,books123
lego,thor,1,books123
lori,mdoo,1,books123
lori,merr,1,books123
lori,saru,1,books123
lori,tiri,1,books123
lori,tomb,1,books123
lori,treeb,1,books123
loth,mdoo,1,books123
loth,nazg,1,books123
loth,ring,1,books123
loth,tomb,1,books123
loth,treeb,1,books123
mdoo,morg,1,books123
mdoo,osgi,1,books123
mdoo,rive,1,books123
mdoo,roha,1,books123
mdoo,saru,1,books123
merr,mori,1,books123
merr,nume,1,books123
merr,osgi,1,books123
merr,sfax,1,books123
merr,shel,1,books123
mord,nazg,1,books123
mord,sfax,1,books123
morg,saru,1,books123
morg,theod,1,books123
mori,nazg,1,books123
mori,pipp,1,books123
mori,saru,1,books123
mori,sfax,1,books123
mori,tomb,1,books123
mori,treeb,1,books123
nazg,nume,1,books123
nazg,orcs,1,books123
nazg,osgi,1,books123
nume,osgi,1,books123
nume,rive,1,books123
nume,sams,1,books123
nume,saru,1,books123
nume,tiri,1,books123
orth,rive,1,books123
orth,sams,1,books123
osgi,orcs,1,books123
osgi,sams,1,books123
osgi,saru,1,books123
osgi,shel,1,books123
pipp,shel,1,books123
ring,sfax,1,books123
rive,saru,1,books123
rive,thor,1,books123
rive,treeb,1,books123
sams,sfax,1,books123
sams,treeb,1,books123
saru,thor,1,books123
saur,tomb,1,books123
sfax,orcs,1,books123
sfax,tiri,1,books123
shel,shir,1,books123
shel,tiri,1,books123
shir,thra,1,books123
shir,treeb,1,books123
